c_custkey|c_name|c_address|c_nationkey|c_phone|c_acctbal|c_mktsegment|c_comment|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment
12422|Customer#000012422|m9Ar4UNPSBczv9e3ZfXuIZG5wY|13|23-593-246-7059|1451.11|BUILDING|haggle regularly requests. regul|269829|12422|F|163492.61|1995-02-24|4-NOT SPECIFIED|Clerk#000000258|0|tructions wake quickly. quickly bold packages unwind blithely eve|269829|11639|423|5|1.00|1550.63|0.09|0.03|A|F|1995-03-30|1995-04-07|1995-04-11|TAKE BACK RETURN|REG AIR|nto beans. final dependenc
12427|Customer#000012427|8C91FNT03kjTYtz|1|11-717-593-3601|3575.99|BUILDING|y regular accounts. special pinto beans are blithely slyly special realms. fluffily even instructions sleep al|554850|12427|F|178596.98|1994-12-11|2-HIGH|Clerk#000000737|0|uriously even dependencies about the s|554850|9270|789|3|23.00|27123.21|0.05|0.00|A|F|1995-04-01|1995-02-24|1995-04-29|NONE|AIR|encies. slyly s
12446|Customer#000012446|0bgrmJnSOeP|14|24-968-533-1860|6409.96|BUILDING|kly pending courts haggle furiously fluffily express instructions. dependencies about the regular req|64999|12446|F|35952.69|1995-01-23|5-LOW|Clerk#000000862|0|packages use quickly after the fluffily ironic r|64999|2742|743|1|22.00|36184.28|0.08|0.08|A|F|1995-04-08|1995-03-19|1995-04-23|COLLECT COD|RAIL|nstructions; blithely regular deposits gr
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|121604|12473|P|335274.89|1995-03-07|3-MEDIUM|Clerk#000000756|0|nt, ironic requests. theodolites sleep furiously|121604|10322|323|1|38.00|46828.16|0.00|0.08|R|F|1995-04-02|1995-04-29|1995-04-30|COLLECT COD|REG AIR|e the bold account
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|121604|12473|P|335274.89|1995-03-07|3-MEDIUM|Clerk#000000756|0|nt, ironic requests. theodolites sleep furiously|121604|19914|453|3|38.00|69688.58|0.09|0.02|N|F|1995-06-11|1995-04-29|1995-06-30|TAKE BACK RETURN|AIR|g the carefully final dependencies
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|121604|12473|P|335274.89|1995-03-07|3-MEDIUM|Clerk#000000756|0|nt, ironic requests. theodolites sleep furiously|121604|11892|154|4|40.00|72155.60|0.01|0.06|R|F|1995-06-10|1995-05-02|1995-06-11|COLLECT COD|MAIL|ages. slyly final packages aga
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|121604|12473|P|335274.89|1995-03-07|3-MEDIUM|Clerk#000000756|0|nt, ironic requests. theodolites sleep furiously|121604|1983|737|5|9.00|16964.82|0.08|0.02|A|F|1995-05-09|1995-04-11|1995-06-01|DELIVER IN PERSON|AIR|ual grouch
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|121604|12473|P|335274.89|1995-03-07|3-MEDIUM|Clerk#000000756|0|nt, ironic requests. theodolites sleep furiously|121604|598|599|6|31.00|46456.29|0.08|0.05|A|F|1995-04-01|1995-04-30|1995-04-23|COLLECT COD|FOB|es. even, quiet dependencies
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|121604|12473|P|335274.89|1995-03-07|3-MEDIUM|Clerk#000000756|0|nt, ironic requests. theodolites sleep furiously|121604|1281|35|7|25.00|29557.00|0.07|0.05|N|O|1995-07-02|1995-05-19|1995-07-26|TAKE BACK RETURN|SHIP|tions sleep quickly across the slyly 
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|136643|12473|F|184937.52|1995-01-15|1-URGENT|Clerk#000000901|0|counts cajole blithel|136643|5853|109|3|31.00|54524.35|0.00|0.08|R|F|1995-05-06|1995-04-02|1995-05-21|TAKE BACK RETURN|MAIL|l pinto beans doubt blithely a
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|136643|12473|F|184937.52|1995-01-15|1-URGENT|Clerk#000000901|0|counts cajole blithel|136643|3355|356|6|15.00|18875.25|0.06|0.04|A|F|1995-04-14|1995-04-06|1995-04-20|DELIVER IN PERSON|MAIL|ar packages. carefull
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|141350|12473|P|283867.69|1995-03-11|4-NOT SPECIFIED|Clerk#000000029|0|blithely even theodolites. slyly regular deposits eat furiously. furiou|141350|4860|861|1|40.00|70594.40|0.10|0.03|N|F|1995-06-15|1995-06-07|1995-06-27|NONE|FOB|al ideas along the furiously ironic 
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|141350|12473|P|283867.69|1995-03-11|4-NOT SPECIFIED|Clerk#000000029|0|blithely even theodolites. slyly regular deposits eat furiously. furiou|141350|11665|449|3|14.00|22073.24|0.07|0.03|N|O|1995-06-25|1995-04-14|1995-07-01|COLLECT COD|MAIL|he slyly ironic pinto beans. carefully 
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|141350|12473|P|283867.69|1995-03-11|4-NOT SPECIFIED|Clerk#000000029|0|blithely even theodolites. slyly regular deposits eat furiously. furiou|141350|12911|912|4|25.00|45597.75|0.00|0.08|R|F|1995-05-20|1995-05-19|1995-05-22|TAKE BACK RETURN|RAIL|re furiously even, express frets. fluffily 
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|141350|12473|P|283867.69|1995-03-11|4-NOT SPECIFIED|Clerk#000000029|0|blithely even theodolites. slyly regular deposits eat furiously. furiou|141350|10045|826|5|29.00|27696.16|0.08|0.00|A|F|1995-05-09|1995-06-09|1995-05-13|TAKE BACK RETURN|RAIL| courts. carefully even pa
12473|Customer#000012473|QZ5loCWNlbKi2N8n34Tb5ycLKJI8|16|26-251-923-3340|-619.34|BUILDING|e across the final deposits! carefully pending deposits are furiously. blithely ironic inst|141350|12473|P|283867.69|1995-03-11|4-NOT SPECIFIED|Clerk#000000029|0|blithely even theodolites. slyly regular deposits eat furiously. furiou|141350|1775|529|6|42.00|70424.34|0.04|0.04|R|F|1995-04-11|1995-05-08|1995-05-11|DELIVER IN PERSON|RAIL|ths. unusual accounts amo
12499|Customer#000012499|00Oxexq3odY|16|26-607-342-9289|-104.59|BUILDING| ironic requests. regular, ironic foxes sh|194631|12499|P|232766.31|1995-03-18|5-LOW|Clerk#000000810|0|r, final requests use blith|194631|3992|499|1|31.00|58775.69|0.09|0.04|R|F|1995-05-07|1995-06-03|1995-05-14|NONE|MAIL|osits. furiously idle dinos are slyly. regu
12499|Customer#000012499|00Oxexq3odY|16|26-607-342-9289|-104.59|BUILDING| ironic requests. regular, ironic foxes sh|194631|12499|P|232766.31|1995-03-18|5-LOW|Clerk#000000810|0|r, final requests use blith|194631|4929|184|3|45.00|82526.40|0.05|0.08|N|O|1995-07-02|1995-06-05|1995-07-20|COLLECT COD|SHIP|. regular, spe
12499|Customer#000012499|00Oxexq3odY|16|26-607-342-9289|-104.59|BUILDING| ironic requests. regular, ironic foxes sh|194631|12499|P|232766.31|1995-03-18|5-LOW|Clerk#000000810|0|r, final requests use blith|194631|15296|827|4|23.00|27859.67|0.03|0.02|A|F|1995-06-12|1995-04-20|1995-06-14|COLLECT COD|AIR|le slyly acr
12499|Customer#000012499|00Oxexq3odY|16|26-607-342-9289|-104.59|BUILDING| ironic requests. regular, ironic foxes sh|194631|12499|P|232766.31|1995-03-18|5-LOW|Clerk#000000810|0|r, final requests use blith|194631|18114|919|5|4.00|4128.44|0.06|0.06|A|F|1995-04-18|1995-06-13|1995-04-26|TAKE BACK RETURN|TRUCK|lly carefully even requests
12514|Customer#000012514|DFoDV4wvA3wZqOFJmgMA|4|14-584-614-4546|7078.16|BUILDING|ly even, ironic instructions. regular, express deposits are regular pinto beans. carefully even instructions are a|105952|12514|F|192428.05|1995-02-12|2-HIGH|Clerk#000000219|0|ackages. quickly enticin|105952|8685|202|1|29.00|46216.72|0.00|0.05|A|F|1995-04-19|1995-04-27|1995-05-02|TAKE BACK RETURN|MAIL|ckly furiou
12514|Customer#000012514|DFoDV4wvA3wZqOFJmgMA|4|14-584-614-4546|7078.16|BUILDING|ly even, ironic instructions. regular, express deposits are regular pinto beans. carefully even instructions are a|105952|12514|F|192428.05|1995-02-12|2-HIGH|Clerk#000000219|0|ackages. quickly enticin|105952|4220|475|2|11.00|12366.42|0.10|0.08|R|F|1995-05-31|1995-04-03|1995-06-10|NONE|RAIL|ngside of the
12514|Customer#000012514|DFoDV4wvA3wZqOFJmgMA|4|14-584-614-4546|7078.16|BUILDING|ly even, ironic instructions. regular, express deposits are regular pinto beans. carefully even instructions are a|105952|12514|F|192428.05|1995-02-12|2-HIGH|Clerk#000000219|0|ackages. quickly enticin|105952|18007|276|5|30.00|27750.00|0.03|0.00|R|F|1995-05-29|1995-04-21|1995-06-02|DELIVER IN PERSON|MAIL|o beans use over the blith
12514|Customer#000012514|DFoDV4wvA3wZqOFJmgMA|4|14-584-614-4546|7078.16|BUILDING|ly even, ironic instructions. regular, express deposits are regular pinto beans. carefully even instructions are a|105952|12514|F|192428.05|1995-02-12|2-HIGH|Clerk#000000219|0|ackages. quickly enticin|105952|12450|237|6|23.00|31336.35|0.06|0.06|R|F|1995-04-09|1995-04-29|1995-05-09|NONE|AIR| quickly final deposits. blithely
12517|Customer#000012517|viCidSyAbjAYzL7S8XOxBAUQe0RWAHcix6uN7J|2|12-441-204-7246|1924.62|BUILDING|lose slyly above the fluffily unusual gifts. furi|187427|12517|P|259983.21|1995-03-05|5-LOW|Clerk#000000042|0|e slyly final deposits; quickly close asymptotes cajole|187427|9771|772|1|41.00|68911.57|0.00|0.08|R|F|1995-04-17|1995-05-15|1995-04-24|DELIVER IN PERSON|REG AIR|ously around the furiously special idea
12517|Customer#000012517|viCidSyAbjAYzL7S8XOxBAUQe0RWAHcix6uN7J|2|12-441-204-7246|1924.62|BUILDING|lose slyly above the fluffily unusual gifts. furi|187427|12517|P|259983.21|1995-03-05|5-LOW|Clerk#000000042|0|e slyly final deposits; quickly close asymptotes cajole|187427|9390|909|2|21.00|27287.19|0.08|0.03|N|O|1995-06-24|1995-05-21|1995-07-05|DELIVER IN PERSON|RAIL|deposits. q
12517|Customer#000012517|viCidSyAbjAYzL7S8XOxBAUQe0RWAHcix6uN7J|2|12-441-204-7246|1924.62|BUILDING|lose slyly above the fluffily unusual gifts. furi|187427|12517|P|259983.21|1995-03-05|5-LOW|Clerk#000000042|0|e slyly final deposits; quickly close asymptotes cajole|187427|12859|646|3|50.00|88592.50|0.06|0.08|R|F|1995-05-04|1995-05-07|1995-05-08|DELIVER IN PERSON|RAIL|g requests. enticing
12517|Customer#000012517|viCidSyAbjAYzL7S8XOxBAUQe0RWAHcix6uN7J|2|12-441-204-7246|1924.62|BUILDING|lose slyly above the fluffily unusual gifts. furi|187427|12517|P|259983.21|1995-03-05|5-LOW|Clerk#000000042|0|e slyly final deposits; quickly close asymptotes cajole|187427|15659|660|4|35.00|55112.75|0.07|0.06|A|F|1995-05-19|1995-05-26|1995-05-22|NONE|SHIP|dolites. quickly unusual pa
12517|Customer#000012517|viCidSyAbjAYzL7S8XOxBAUQe0RWAHcix6uN7J|2|12-441-204-7246|1924.62|BUILDING|lose slyly above the fluffily unusual gifts. furi|187427|12517|P|259983.21|1995-03-05|5-LOW|Clerk#000000042|0|e slyly final deposits; quickly close asymptotes cajole|187427|13161|425|6|12.00|12889.92|0.08|0.06|N|O|1995-06-25|1995-04-05|1995-07-08|NONE|AIR|ideas affix fluffil
12565|Customer#000012565|HoRtqPYbQk8|21|31-561-590-7971|6786.63|BUILDING|gainst the carefully final packages. slyly|156066|12565|F|151159.24|1995-01-24|3-MEDIUM|Clerk#000000546|0| integrate. permanent sentiments boost. special depo|156066|15233|29|2|32.00|36743.36|0.02|0.00|R|F|1995-05-11|1995-04-23|1995-05-23|DELIVER IN PERSON|AIR|ilent requests believe: idle p
12607|Customer#000012607|Fad49UFCtKPXKsbTf9PFGfCDzIC1qZanxv|6|16-245-509-8281|6313.67|BUILDING| dolphins. express ideas wake.|331396|12607|F|107068.83|1995-02-28|1-URGENT|Clerk#000000446|0|sts across the express pinto beans affix fluf|331396|10627|148|1|17.00|26139.54|0.07|0.06|A|F|1995-06-04|1995-04-28|1995-06-07|COLLECT COD|REG AIR| special ins
12607|Customer#000012607|Fad49UFCtKPXKsbTf9PFGfCDzIC1qZanxv|6|16-245-509-8281|6313.67|BUILDING| dolphins. express ideas wake.|331396|12607|F|107068.83|1995-02-28|1-URGENT|Clerk#000000446|0|sts across the express pinto beans affix fluf|331396|7759|760|2|3.00|5000.25|0.05|0.01|R|F|1995-05-23|1995-05-19|1995-06-01|TAKE BACK RETURN|RAIL|lly silent excuses. requests nag darin
12607|Customer#000012607|Fad49UFCtKPXKsbTf9PFGfCDzIC1qZanxv|6|16-245-509-8281|6313.67|BUILDING| dolphins. express ideas wake.|331396|12607|F|107068.83|1995-02-28|1-URGENT|Clerk#000000446|0|sts across the express pinto beans affix fluf|331396|1720|223|3|27.00|43786.44|0.08|0.08|N|F|1995-06-12|1995-04-29|1995-07-08|NONE|REG AIR| to the blithe
12607|Customer#000012607|Fad49UFCtKPXKsbTf9PFGfCDzIC1qZanxv|6|16-245-509-8281|6313.67|BUILDING| dolphins. express ideas wake.|331396|12607|F|107068.83|1995-02-28|1-URGENT|Clerk#000000446|0|sts across the express pinto beans affix fluf|331396|1607|608|5|11.00|16594.60|0.04|0.07|A|F|1995-06-10|1995-05-26|1995-06-17|TAKE BACK RETURN|TRUCK|special ideas use
12613|Customer#000012613|FKZjxmXh26cW|17|27-242-675-1654|2636.14|BUILDING|use furiously. pending platelets wake quickly against the regular acc|571841|12613|F|99493.90|1995-01-17|4-NOT SPECIFIED|Clerk#000000436|0|ecial instructions detect fluffily. quickly even acc|571841|6844|101|3|21.00|36767.64|0.01|0.03|R|F|1995-04-04|1995-03-01|1995-05-02|NONE|REG AIR|ly pending, f
12613|Customer#000012613|FKZjxmXh26cW|17|27-242-675-1654|2636.14|BUILDING|use furiously. pending platelets wake quickly against the regular acc|571841|12613|F|99493.90|1995-01-17|4-NOT SPECIFIED|Clerk#000000436|0|ecial instructions detect fluffily. quickly even acc|571841|137|138|4|21.00|21779.73|0.03|0.05|A|F|1995-05-02|1995-04-02|1995-05-15|DELIVER IN PERSON|AIR|uctions sleep furiou
12638|Customer#000012638|VTUG kfeK5Fll4P8LE,tPWpIRlZCQdUlvkYXyG|14|24-946-641-6831|772.67|BUILDING|. carefully brave ideas sleep. even ideas above the slyly regular theod|473762|12638|P|151688.13|1995-03-05|2-HIGH|Clerk#000000547|0|the blithely final packages. blithely special courts wake blithel|473762|9294|72|1|30.00|36098.70|0.05|0.04|R|F|1995-05-19|1995-05-21|1995-06-05|COLLECT COD|RAIL|blithely across the quickly
12638|Customer#000012638|VTUG kfeK5Fll4P8LE,tPWpIRlZCQdUlvkYXyG|14|24-946-641-6831|772.67|BUILDING|. carefully brave ideas sleep. even ideas above the slyly regular theod|473762|12638|P|151688.13|1995-03-05|2-HIGH|Clerk#000000547|0|the blithely final packages. blithely special courts wake blithel|473762|12879|142|2|50.00|89593.50|0.02|0.02|R|F|1995-04-22|1995-04-30|1995-05-07|COLLECT COD|RAIL|lites wake about t
12638|Customer#000012638|VTUG kfeK5Fll4P8LE,tPWpIRlZCQdUlvkYXyG|14|24-946-641-6831|772.67|BUILDING|. carefully brave ideas sleep. even ideas above the slyly regular theod|473762|12638|P|151688.13|1995-03-05|2-HIGH|Clerk#000000547|0|the blithely final packages. blithely special courts wake blithel|473762|8892|667|3|15.00|27013.35|0.03|0.01|N|O|1995-07-02|1995-04-14|1995-07-11|DELIVER IN PERSON|AIR|riously fluffy requests. ironically fina
12655|Customer#000012655|HwiQ6yd4gkZ1X17VbCWdD5BKxkd|6|16-474-264-8896|8151.35|BUILDING|rmanently regular patterns use carefully: even ideas use slyly. slyly bold instructions are slyly along the|124227|12655|F|207763.94|1995-02-05|1-URGENT|Clerk#000000093|0|pendencies about the carefully even reques|124227|14815|816|1|20.00|34596.20|0.07|0.03|N|F|1995-06-05|1995-04-06|1995-06-18|COLLECT COD|FOB|onic dolphins
12655|Customer#000012655|HwiQ6yd4gkZ1X17VbCWdD5BKxkd|6|16-474-264-8896|8151.35|BUILDING|rmanently regular patterns use carefully: even ideas use slyly. slyly bold instructions are slyly along the|124227|12655|F|207763.94|1995-02-05|1-URGENT|Clerk#000000093|0|pendencies about the carefully even reques|124227|10651|432|2|48.00|74959.20|0.00|0.06|A|F|1995-04-28|1995-05-04|1995-05-14|DELIVER IN PERSON|MAIL|according to the requests. pending pinto
12655|Customer#000012655|HwiQ6yd4gkZ1X17VbCWdD5BKxkd|6|16-474-264-8896|8151.35|BUILDING|rmanently regular patterns use carefully: even ideas use slyly. slyly bold instructions are slyly along the|124227|12655|F|207763.94|1995-02-05|1-URGENT|Clerk#000000093|0|pendencies about the carefully even reques|124227|2846|351|3|5.00|8744.20|0.10|0.02|A|F|1995-05-24|1995-04-15|1995-06-04|COLLECT COD|REG AIR|ackages boost slyly pending packages. regul
12688|Customer#000012688|74 De, MmZ2pCQe4PqWxs5rZVMMLV|18|28-463-147-7988|1976.98|BUILDING|requests wake furiously carefully quick deposits-- pinto beans cajole fluffily. carefully ironic request|223073|12688|F|189528.74|1995-01-07|1-URGENT|Clerk#000000028|0|nag fluffily above the even, dogged accounts. ironic deposits x-ray ca|223073|17666|934|2|24.00|38007.84|0.05|0.01|R|F|1995-05-08|1995-02-27|1995-06-04|COLLECT COD|FOB| ironic, special s
12688|Customer#000012688|74 De, MmZ2pCQe4PqWxs5rZVMMLV|18|28-463-147-7988|1976.98|BUILDING|requests wake furiously carefully quick deposits-- pinto beans cajole fluffily. carefully ironic request|223073|12688|F|189528.74|1995-01-07|1-URGENT|Clerk#000000028|0|nag fluffily above the even, dogged accounts. ironic deposits x-ray ca|223073|18627|896|6|33.00|51005.46|0.05|0.06|A|F|1995-04-21|1995-02-28|1995-05-17|DELIVER IN PERSON|TRUCK|quests about the even pa
12688|Customer#000012688|74 De, MmZ2pCQe4PqWxs5rZVMMLV|18|28-463-147-7988|1976.98|BUILDING|requests wake furiously carefully quick deposits-- pinto beans cajole fluffily. carefully ironic request|257344|12688|F|154557.70|1995-01-23|4-NOT SPECIFIED|Clerk#000000456|0|nts. permanently bold requests nag carefully fluffily iron|257344|7890|405|1|23.00|41351.47|0.05|0.03|A|F|1995-04-24|1995-03-04|1995-04-25|TAKE BACK RETURN|FOB|around the furiously final theodolites.
12688|Customer#000012688|74 De, MmZ2pCQe4PqWxs5rZVMMLV|18|28-463-147-7988|1976.98|BUILDING|requests wake furiously carefully quick deposits-- pinto beans cajole fluffily. carefully ironic request|257344|12688|F|154557.70|1995-01-23|4-NOT SPECIFIED|Clerk#000000456|0|nts. permanently bold requests nag carefully fluffily iron|257344|11687|688|2|18.00|28776.24|0.00|0.07|A|F|1995-04-13|1995-02-26|1995-04-17|TAKE BACK RETURN|TRUCK|. furiously regu
12688|Customer#000012688|74 De, MmZ2pCQe4PqWxs5rZVMMLV|18|28-463-147-7988|1976.98|BUILDING|requests wake furiously carefully quick deposits-- pinto beans cajole fluffily. carefully ironic request|257344|12688|F|154557.70|1995-01-23|4-NOT SPECIFIED|Clerk#000000456|0|nts. permanently bold requests nag carefully fluffily iron|257344|13351|878|3|28.00|35401.80|0.05|0.01|A|F|1995-05-14|1995-04-12|1995-06-11|NONE|TRUCK| ironic excuses 
12700|Customer#000012700|l14X7NZR3JGnwrSl8Bho0JhPPMC4p|6|16-719-461-5403|3095.10|BUILDING|within the slyly ironic theodolites. unusual, silent ideas |325954|12700|F|238196.28|1995-01-04|5-LOW|Clerk#000000596|0|ording to the furiously ironic deposits wake along the quickly iron|325954|17866|867|4|6.00|10703.16|0.10|0.07|R|F|1995-04-08|1995-02-17|1995-04-19|TAKE BACK RETURN|FOB|the slyly final pinto b
12700|Customer#000012700|l14X7NZR3JGnwrSl8Bho0JhPPMC4p|6|16-719-461-5403|3095.10|BUILDING|within the slyly ironic theodolites. unusual, silent ideas |325954|12700|F|238196.28|1995-01-04|5-LOW|Clerk#000000596|0|ording to the furiously ironic deposits wake along the quickly iron|325954|5450|451|5|25.00|33886.25|0.01|0.06|A|F|1995-04-04|1995-03-19|1995-04-30|NONE|MAIL|en deposits. carefully final packages sub
12724|Customer#000012724|N, DPacEbcOGQI5dzXH8vUZgjPsBQgX|17|27-636-918-3886|5458.77|BUILDING|the brave packages detect slyly about the slyly f|562848|12724|P|223402.75|1995-03-08|2-HIGH|Clerk#000000885|0| special pinto beans cajole slyly. quickly regular theodolite|562848|13518|519|1|32.00|45808.32|0.05|0.00|N|O|1995-06-22|1995-05-03|1995-07-16|COLLECT COD|SHIP|lyly. special acc
12724|Customer#000012724|N, DPacEbcOGQI5dzXH8vUZgjPsBQgX|17|27-636-918-3886|5458.77|BUILDING|the brave packages detect slyly about the slyly f|562848|12724|P|223402.75|1995-03-08|2-HIGH|Clerk#000000885|0| special pinto beans cajole slyly. quickly regular theodolite|562848|8596|113|3|9.00|13541.31|0.05|0.00|N|F|1995-06-14|1995-06-03|1995-06-23|DELIVER IN PERSON|AIR|yly final packages use s
12724|Customer#000012724|N, DPacEbcOGQI5dzXH8vUZgjPsBQgX|17|27-636-918-3886|5458.77|BUILDING|the brave packages detect slyly about the slyly f|562848|12724|P|223402.75|1995-03-08|2-HIGH|Clerk#000000885|0| special pinto beans cajole slyly. quickly regular theodolite|562848|3208|209|4|44.00|48892.80|0.08|0.01|N|F|1995-06-08|1995-05-26|1995-06-20|NONE|TRUCK|instructions. fur
12724|Customer#000012724|N, DPacEbcOGQI5dzXH8vUZgjPsBQgX|17|27-636-918-3886|5458.77|BUILDING|the brave packages detect slyly about the slyly f|562848|12724|P|223402.75|1995-03-08|2-HIGH|Clerk#000000885|0| special pinto beans cajole slyly. quickly regular theodolite|562848|7334|849|5|45.00|55859.85|0.08|0.01|N|F|1995-06-10|1995-04-24|1995-06-25|TAKE BACK RETURN|AIR| carefully ironic deposits haggle fluf
12724|Customer#000012724|N, DPacEbcOGQI5dzXH8vUZgjPsBQgX|17|27-636-918-3886|5458.77|BUILDING|the brave packages detect slyly about the slyly f|562848|12724|P|223402.75|1995-03-08|2-HIGH|Clerk#000000885|0| special pinto beans cajole slyly. quickly regular theodolite|562848|16821|354|6|10.00|17378.20|0.01|0.07|R|F|1995-04-29|1995-04-30|1995-05-14|COLLECT COD|MAIL|eposits do sublate b
12724|Customer#000012724|N, DPacEbcOGQI5dzXH8vUZgjPsBQgX|17|27-636-918-3886|5458.77|BUILDING|the brave packages detect slyly about the slyly f|562848|12724|P|223402.75|1995-03-08|2-HIGH|Clerk#000000885|0| special pinto beans cajole slyly. quickly regular theodolite|562848|9509|28|7|31.00|43973.50|0.02|0.02|R|F|1995-05-10|1995-04-14|1995-05-28|COLLECT COD|RAIL|l foxes. regularly ironic packages 
12754|Customer#000012754|RkLFysMJT9LYP2hC |9|19-873-489-7100|3745.36|BUILDING|rges promise express requests. blithely brave frays against the blithely pending ideas boost across the reg|537318|12754|F|17376.60|1994-12-06|4-NOT SPECIFIED|Clerk#000000675|0|ltipliers are unusual accounts. blithe|537318|10239|20|1|14.00|16089.22|0.04|0.04|A|F|1995-04-05|1995-02-23|1995-04-14|COLLECT COD|TRUCK|ajole. blithely bold requests are stealthil
12757|Customer#000012757|tb15SoqBT6tvmKUyDrW1oUJluA8setVxdZVK|5|15-868-391-7722|2806.05|BUILDING|ffily unusual dependencies sleep carefully slyly special requests. pending packages boost furi|431555|12757|F|147622.62|1995-01-21|3-MEDIUM|Clerk#000000453|0|ts. express attainments are |431555|12330|855|4|39.00|48450.87|0.00|0.01|R|F|1995-04-28|1995-04-07|1995-05-23|NONE|MAIL|ding asymptotes. slyly ironic pac
12760|Customer#000012760|uj39AcPH2H4fV6Ukl9C56XS3GIw5n|21|31-230-105-5082|5248.20|BUILDING|ly express requests detect quickly|497732|12760|F|41608.86|1995-01-11|5-LOW|Clerk#000000574|0|s affix slyly stealthy th|497732|909|160|1|24.00|43437.60|0.07|0.03|A|F|1995-04-19|1995-03-28|1995-05-07|COLLECT COD|TRUCK|ckly special deposits. packages are fluf
12761|Customer#000012761|MhuFeEQ9QO29AF|23|33-932-614-6333|6484.26|BUILDING|ly regular packages doubt sometimes quiet, even accounts. slyly daring |525635|12761|F|194655.44|1995-01-16|1-URGENT|Clerk#000000252|0| final deposits-- fluffily iro|525635|14165|166|1|46.00|49641.36|0.04|0.00|R|F|1995-04-19|1995-03-07|1995-05-17|COLLECT COD|MAIL|its print above the ins
12761|Customer#000012761|MhuFeEQ9QO29AF|23|33-932-614-6333|6484.26|BUILDING|ly regular packages doubt sometimes quiet, even accounts. slyly daring |525635|12761|F|194655.44|1995-01-16|1-URGENT|Clerk#000000252|0| final deposits-- fluffily iro|525635|6941|710|2|20.00|36958.80|0.07|0.08|A|F|1995-04-14|1995-03-14|1995-04-19|TAKE BACK RETURN|REG AIR|excuses sleep around the fluffily 
12761|Customer#000012761|MhuFeEQ9QO29AF|23|33-932-614-6333|6484.26|BUILDING|ly regular packages doubt sometimes quiet, even accounts. slyly daring |525635|12761|F|194655.44|1995-01-16|1-URGENT|Clerk#000000252|0| final deposits-- fluffily iro|525635|5877|643|4|19.00|33874.53|0.10|0.03|A|F|1995-04-17|1995-03-22|1995-04-29|NONE|AIR|ven pinto beans detect slyly along the sl
12767|Customer#000012767|rK6LiDZdVm5BSHi8eKW4pqyIzdx,Cb|1|11-340-605-1080|6424.17|BUILDING|onic requests wake bold foxes. slyly ironic accounts grow furiousl|421989|12767|P|146210.06|1995-03-25|3-MEDIUM|Clerk#000000158|0|was quickly. bold deposits are |421989|830|581|1|17.00|29424.11|0.06|0.01|N|O|1995-06-23|1995-05-04|1995-07-21|NONE|FOB|y. deposits affix blithely. expr
